Timeline,Start time,Duration,Row,Instance number,<flag>.,❌❌,Ungrouped,Notes,Flags
251228_Sunderland_LeedsUnited_ANALYST,0.0,17.03010700319919,🔸[OP3b]Mid Block(zonal references?? Off side)❌⚠️,0,,,,,.
251228_Sunderland_LeedsUnited_ANALYST,0.0,21.220133830882332,🔹[IP2]Low Build-up(LCB into the pressing trap)❌🔍,0,,,,,.
251228_Sunderland_LeedsUnited_ANALYST,0.0,33.221524154889266,"🔹[IP1b]GK Restart(spare man, into the pressing trap)❌",0,,,,,.
251228_Sunderland_LeedsUnited_ANALYST,0.0,26.300138709426392,"🔹[IP2]Low Build-up(around, ball out)🚧",0,,,,,.
251228_Sunderland_LeedsUnited_ANALYST,0.0,20.38483773812277,"🔹[OSP] Throw-in(R, MZ, turnover)❌",0,,,,,.
251228_Sunderland_LeedsUnited_ANALYST,0.0,24.54897665608587,"🔸[OP4]Low Block(block ok, cheap turnover, shot)🚧",0,,,,,.
251228_Sunderland_LeedsUnited_ANALYST,0.0,24.610185023203485,🔹[IP1b]GK Restart(through)✅⭐️,0,,,,,.
251228_Sunderland_LeedsUnited_ANALYST,0.0,17.236758508208368,"🔹[IP4]Attacking Phase(through, shot)✅⭐️",0,,,,,.
251228_Sunderland_LeedsUnited_ANALYST,0.0,33.190174649629625,🔸[OP3b]Mid Block(agressive triggers)✅⭐️,0,,,,,.
251228_Sunderland_LeedsUnited_ANALYST,0.0,37.133392352828196,"🔹[IP2]Low Build-up(around, LW)✅⭐️",0,,,,,.
251228_Sunderland_LeedsUnited_ANALYST,0.0,18.09007864297837,🔸[OP3b]Mid Block(off side)🚧,0,,,,,.
251228_Sunderland_LeedsUnited_ANALYST,0.0,9.830058227322297,"🔹[OSP] Free kick(Wide, delivery)🚧",0,,,,,.
251228_Sunderland_LeedsUnited_ANALYST,0.0,20.32516548942567,"🔸[OP2]High Press(all the way to the GK, IB, on the edge)🚧⚠️",0,,,,,.
