Timeline,Start time,Duration,Row,Instance number,<flag>.,Adversaire,Contexte,Date,HALF TIME,Journée,Lieu,MINUTE,Pourcentage,Qualite,Score final,TIME PERIOD,Type action,✅✅,🔸🔹[OT] Counter-attack,🔹🔸[DT] Back in,🔹🔸[DT] Quick regain,Ungrouped,Notes,Flags
251214_Sunderland_NewcastleUnited_ANALYST2ANGLES,0.0,12.090064919690121,"🔸[DSP] Corner(L, 2 phases)✅",0,,,,,,,,,,,,,,,,,,,,.
251214_Sunderland_NewcastleUnited_ANALYST2ANGLES,0.0,23.84015482711493,"🔹[IP1a]GK Restart(HBlock, 2nd ball)✅",0,,,,,,,,,,,,,,,,,,,,.
251214_Sunderland_NewcastleUnited_ANALYST2ANGLES,0.0,36.92020240014335,"🔹[IP2]Low Build-up(spare man, long under pressure)❌",0,,,,,,,,,,,,,,,,,,,,.
251214_Sunderland_NewcastleUnited_ANALYST2ANGLES,0.0,14.420098766380761,"🔸[OP4]Low Block(around, cross)❌❌",0,,,,,,,,,,,,,,,,,,,,.
251214_Sunderland_NewcastleUnited_ANALYST2ANGLES,0.0,24.920159713854446,"🔹[IP2]Low Build-up(spare man, long, turnover)❌",0,,,,,,,,,,,,,,,,,,,,.
251214_Sunderland_NewcastleUnited_ANALYST2ANGLES,0.0,10.240055772691449,"🔹[OSP] Throw-in(R, MZ, flick-on, turnover)❌",0,,,,,,,,,,,,,,,,,,,,.
251214_Sunderland_NewcastleUnited_ANALYST2ANGLES,0.0,11.192908611377788,"🔸🔹Offensive transition(counter-attack, foul gained)✅",0,,,,,,,,,,,,,,,,,,"🔸🔹[OT] Counter-attack, 🔸🔹[OT] Counter-attack",,.
251214_Sunderland_NewcastleUnited_ANALYST2ANGLES,0.0,30.128826587028016,"🔹[OSP] Free kick(deep, 2 phases)🚧",0,,,,,,,,,,,,,,,,,,,,.
251214_Sunderland_NewcastleUnited_ANALYST2ANGLES,0.0,26.050118887834287,"🔹[OSP] Throw-in(R, HZ, 2 phases)✅",0,,,,,,,,,,,,,,,,,,,,.
251214_Sunderland_NewcastleUnited_ANALYST2ANGLES,0.0,26.46796696776437,"🔸[OP4]Low Block(striker's role, shot blocker attitudes)🚧⭐️",0,,,,,,,,,,,,,,,,,,,,.
251214_Sunderland_NewcastleUnited_ANALYST2ANGLES,0.0,10.540066442745228,"🔸🔹Offensive transition(counter-attack, turnover)❌",0,,,,,,,,,,,,,,,,,,🔸🔹[OT] Counter-attack,,.
251214_Sunderland_NewcastleUnited_ANALYST2ANGLES,0.0,43.66022918150429,"🔸[OP4]Low Block(LTriangle, cross)🚧",0,,,,,,,,,,,,,,,,,,,,.
251214_Sunderland_NewcastleUnited_ANALYST2ANGLES,0.0,16.840106076401753,🔸[DSP] Corner(R)✅,0,,,,,,,,,,,,,,,,,,,,.
251214_Sunderland_NewcastleUnited_ANALYST2ANGLES,0.0,18.818189896595868,"🔹[IP1a]GK Restart(HBlock, 2nd ball)✅",0,,,,,,,,,,,,,,,,,,,,.
251214_Sunderland_NewcastleUnited_ANALYST2ANGLES,0.0,16.090092356444075,"🔹[OSP] Throw-in(R, MZ, turnover)❌",0,,,,,,,,,,,,,,,,,,,,.
251214_Sunderland_NewcastleUnited_ANALYST2ANGLES,0.0,15.02009267018002,"🔸🔹Offensive transition(counter-attack, turnover)❌",0,,,,,,,,,,,,,,,,,,"🔸🔹[OT] Counter-attack, 🔹🔸[DT] Back in",,.
251214_Sunderland_NewcastleUnited_ANALYST2ANGLES,0.0,35.62023895800576,"🔹[IP1a]GK Restart(HBlock, 2 ball, cross)✅",0,,,,,,,,,,,,,,,,,,,,.
251214_Sunderland_NewcastleUnited_ANALYST2ANGLES,0.0,29.299497344694828,"🔸[DSP] Corner(L, 2 phases)✅",0,,,,,,,,,,,,,,,,,,,,.
251214_Sunderland_NewcastleUnited_ANALYST2ANGLES,0.0,15.089429763972475,"🔹[IP1a]GK Restart(HBlock, turnover)❌",0,,,,,,,,,,,,,,,,,,,,.
251214_Sunderland_NewcastleUnited_ANALYST2ANGLES,0.0,40.03688672928001,"🔹[IP1a]GK Restart(HBlock, 2nd ball)✅⭐️",0,,,,,,,,,,,,,,,,,,,,.
